chr,geneStart,geneEnd,geneSymbol,citations,strand,transcriptName,geneId,geneType,geneName
chr3,149086804,149095568,TM4SF1,34,-,union_4071,4071,protein-coding,transmembrane 4 L six family member 1
chr2,47596286,47614167,EPCAM,252,+,union_4072,4072,protein-coding,epithelial cell adhesion molecule
chr12,9092956,9102357,M6PR,54,-,union_4074,4074,protein-coding,"mannose-6-phosphate receptor, cation dependent"
chr11,34073229,34124157,CAPRIN1,51,+,union_4076,4076,protein-coding,cell cycle associated protein 1
chr17,41322487,41363708,NBR1,65,+,union_4077,4077,protein-coding,"NBR1, autophagy cargo receptor"
chr3,68040733,68594771,FAM19A1,12,+,union_407738,407738,protein-coding,"family with sequence similarity 19 member A1, C-C motif chemokine like"
chr7,128766324,128768050,LOC407835,2,+,union_407835,407835,pseudo,-
chr13,92000073,92006829,MIR17HG,74,+,union_407975,407975,ncRNA,miR-17-92a-1 cluster host gene
chr17,7452374,7464925,TNFSF12-TNFSF13,19,+,union_407977,407977,protein-coding,TNFSF12-TNFSF13 readthrough
chr11,74971165,75062875,ARRB1,223,-,union_408,408,protein-coding,arrestin beta 1
chr2,132552533,132559234,C2orf27B,5,-,union_408029,408029,protein-coding,chromosome 2 open reading frame 27B
chr16,16326388,16388668,NOMO3,19,+,union_408050,408050,protein-coding,NODAL modulator 3
chr13,36047925,36050832,MAB21L1,14,-,union_4081,4081,protein-coding,mab-21 like 1
chr5,147548108,147555182,SPINK14,1,+,union_408187,408187,protein-coding,"serine peptidase inhibitor, Kazal type 14 (putative)"
chr6,114178513,114184652,MARCKS,98,+,union_4082,4082,protein-coding,myristoylated alanine rich protein kinase C substrate
chr5,156768606,156772729,FNDC9,5,-,union_408263,408263,protein-coding,fibronectin type III domain containing 9
chr2,70142172,70170076,MXD1,61,+,union_4084,4084,protein-coding,MAX dimerization protein 1
chr4,120980578,120988013,MAD2L1,234,-,union_4085,4085,protein-coding,mitotic arrest deficient 2 like 1
chr4,146402457,146480325,SMAD1,244,+,union_4086,4086,protein-coding,SMAD family member 1
chr18,45359465,45457517,SMAD2,503,-,union_4087,4087,protein-coding,SMAD family member 2
chr15,67358194,67487533,SMAD3,702,+,union_4088,4088,protein-coding,SMAD family member 3
chr18,48556582,48611411,SMAD4,628,+,union_4089,4089,protein-coding,SMAD family member 4
chr17,4613788,4624795,ARRB2,292,+,union_409,409,protein-coding,arrestin beta 2
chr5,135468533,135518422,SMAD5,116,+,union_4090,4090,protein-coding,SMAD family member 5
chr15,66994673,67074337,SMAD6,86,+,union_4091,4091,protein-coding,SMAD family member 6
chr18,46446222,46477081,SMAD7,290,-,union_4092,4092,protein-coding,SMAD family member 7
chr13,37418967,37494409,SMAD9,45,-,union_4093,4093,protein-coding,SMAD family member 9
chr16,79627744,79634622,MAF,88,-,union_4094,4094,protein-coding,MAF bZIP transcription factor
chr17,79876144,79885587,MAFG,44,-,union_4097,4097,protein-coding,MAF bZIP transcription factor G
chr19,35782988,35804709,MAG,53,+,union_4099,4099,protein-coding,myelin associated glycoprotein
chr12,50451419,50477405,ASIC1,75,+,union_41,41,protein-coding,acid sensing ion channel subunit 1
chr22,51061181,51066601,ARSA,120,-,union_410,410,protein-coding,arylsulfatase A
chrX,152481521,152486116,MAGEA1,71,-,union_4100,4100,protein-coding,MAGE family member A1
chrX,151883074,151887096,MAGEA2,27,+,union_4101,4101,protein-coding,MAGE family member A2
chrX,151918386,151922408,MAGEA2,27,-,union_4101,4101,protein-coding,MAGE family member A2
chrX,151934651,151938240,MAGEA3,78,-,union_4102,4102,protein-coding,MAGE family member A3
chrX,151081360,151093642,MAGEA4,54,+,union_4103,4103,protein-coding,MAGE family member A4
chrX,151282520,151286411,MAGEA5,8,-,union_4104,4104,protein-coding,MAGE family member A5
chrX,151867231,151870825,MAGEA6,21,+,union_4105,4105,protein-coding,MAGE family member A6
chrX,149009940,149014609,MAGEA8,10,+,union_4107,4107,protein-coding,MAGE family member A8
chrX,148863599,148869399,MAGEA9,18,+,union_4108,4108,protein-coding,MAGE family member A9
chrX,148663308,148669109,MAGEA9,18,-,union_4108,4108,protein-coding,MAGE family member A9
chrX,151301782,151307050,MAGEA10,19,-,union_4109,4109,protein-coding,MAGE family member A10
chr5,78073036,78281766,ARSB,65,-,union_411,411,protein-coding,arylsulfatase B
chrX,148769902,148798928,MAGEA11,34,+,union_4110,4110,protein-coding,MAGE family member A11
chrX,151899292,151903184,MAGEA12,23,-,union_4111,4111,protein-coding,MAGE family member A12
chrX,30261847,30270155,MAGEB1,13,+,union_4112,4112,protein-coding,MAGE family member B1
chrX,30233674,30238206,MAGEB2,21,+,union_4113,4113,protein-coding,MAGE family member B2
chrX,30248552,30255610,MAGEB3,9,+,union_4114,4114,protein-coding,MAGE family member B3
chrX,30260056,30262308,MAGEB4,10,+,union_4115,4115,protein-coding,MAGE family member B4
chr1,53692563,53704282,MAGOH,59,-,union_4116,4116,protein-coding,"mago homolog, exon junction complex core component"
chr6,10762955,10838788,MAK,31,-,union_4117,4117,protein-coding,male germ cell associated kinase
chr2,95691399,95719737,MAL,67,+,union_4118,4118,protein-coding,"mal, T-cell differentiation protein"
chrX,7065292,7272684,STS,94,+,union_412,412,protein-coding,steroid sulfatase
chr6,119498365,119670931,MAN1A1,45,-,union_4121,4121,protein-coding,mannosidase alpha class 1A member 1
chr15,91445447,91465815,MAN2A2,30,+,union_4122,4122,protein-coding,mannosidase alpha class 2A member 2
chr15,75648132,75660968,MAN2C1,47,-,union_4123,4123,protein-coding,mannosidase alpha class 2C member 1
chr5,109025066,109205326,MAN2A1,53,+,union_4124,4124,protein-coding,mannosidase alpha class 2A member 1
chr19,12757321,12777591,MAN2B1,59,-,union_4125,4125,protein-coding,mannosidase alpha class 2B member 1
chr4,103552642,103682151,MANBA,37,-,union_4126,4126,protein-coding,mannosidase beta
chrX,43514154,43606071,MAOA,527,+,union_4128,4128,protein-coding,monoamine oxidase A
chrX,43625856,43741721,MAOB,165,-,union_4129,4129,protein-coding,monoamine oxidase B
chr15,43809805,43823818,MAP1A,51,+,union_4130,4130,protein-coding,microtubule associated protein 1A
chr5,71403094,71505397,MAP1B,90,+,union_4131,4131,protein-coding,microtubule associated protein 1B
chr2,210288770,210598834,MAP2,105,+,union_4133,4133,protein-coding,microtubule associated protein 2
chr3,47892179,48130769,MAP4,94,-,union_4134,4134,protein-coding,microtubule associated protein 4
chr11,75297962,75379479,MAP6,19,-,union_4135,4135,protein-coding,microtubule associated protein 6
chr17,43971747,44105699,MAPT,1387,+,union_4137,4137,protein-coding,microtubule associated protein tau
chr1,220701524,220837799,MARK1,46,+,union_4139,4139,protein-coding,microtubule affinity regulating kinase 1
chrX,2822010,2847416,ARSD,12,-,union_414,414,protein-coding,arylsulfatase D
chr14,103851700,103970166,MARK3,64,+,union_4140,4140,protein-coding,microtubule affinity regulating kinase 3
chr17,34797171,34808092,TBC1D3B,5,-,union_414059,414059,protein-coding,TBC1 domain family member 3B
chr17,36283976,36294915,TBC1D3C,5,+,union_414060,414060,protein-coding,TBC1 domain family member 3C
chr17,36337710,36348649,TBC1D3C,5,-,union_414060,414060,protein-coding,TBC1 domain family member 3C
chr2,234651395,234652661,DNAJB3,8,-,union_414061,414061,protein-coding,DnaJ heat shock protein family (Hsp40) member B3
chr17,34522267,34524147,CCL3L3,15,-,union_414062,414062,protein-coding,C-C motif chemokine ligand 3 like 3
chr17,34623841,34625721,CCL3L3,15,-,union_414062,414062,protein-coding,C-C motif chemokine ligand 3 like 3
chr12,57881735,57910438,MARS,72,+,union_4141,4141,protein-coding,methionyl-tRNA synthetase
chr10,15117473,15130775,ACBD7,6,-,union_414149,414149,protein-coding,acyl-CoA binding domain containing 7
chr10,73471457,73497581,C10orf105,1,-,union_414152,414152,protein-coding,chromosome 10 open reading frame 105
chr10,99349449,99350691,C10orf62,10,+,union_414157,414157,protein-coding,chromosome 10 open reading frame 62
chr10,51748077,51770259,AGAP6,1,+,union_414189,414189,protein-coding,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 6"
chr10,42903621,42967688,CCNYL2,1,-,union_414194,414194,pseudo,cyclin Y-like 2 (pseudogene)
chr10,11358795,11386673,CELF2-AS1,2,-,union_414196,414196,ncRNA,CELF2 antisense RNA 1
chr6,160327973,160329107,MAS1,45,+,union_4142,4142,protein-coding,"MAS1 proto-oncogene, G protein-coupled receptor"
chr10,44124264,44170147,ZNF32-AS3,1,+,union_414201,414201,ncRNA,ZNF32 antisense RNA 3
chr10,48952591,48980339,GLUD1P2,5,+,union_414212,414212,pseudo,glutamate dehydrogenase 1 pseudogene 2
chr10,49218158,49239658,AGAP12P,2,-,union_414224,414224,pseudo,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 12, pseudogene"
chr10,695887,711109,PRR26,4,+,union_414235,414235,protein-coding,proline rich 26
chr10,75669726,75682535,C10orf55,11,-,union_414236,414236,protein-coding,chromosome 10 open reading frame 55
chr10,46897640,46939145,FAM35BP,1,+,union_414241,414241,pseudo,"family with sequence similarity 35 member B, pseudogene"
chr10,80027084,80039970,LINC00595,2,+,union_414243,414243,ncRNA,long intergenic non-protein coding RNA 595
chr10,75007124,75036742,DNAJC9-AS1,3,+,union_414245,414245,ncRNA,DNAJC9 antisense RNA 1
chr10,44340753,44346070,LINC00619,2,+,union_414260,414260,ncRNA,long intergenic non-protein coding RNA 619
chr10,82031575,82049434,MAT1A,50,-,union_4143,4143,protein-coding,methionine adenosyltransferase 1A
chr12,105496249,105501420,LOC414300,1,-,union_414300,414300,ncRNA,-
chr11,103907307,103909922,DDI1,14,+,union_414301,414301,protein-coding,DNA damage inducible 1 homolog 1
chr9,132083294,132084882,C9orf106,4,+,union_414318,414318,ncRNA,chromosome 9 open reading frame 106 (putative)
chr9,105281918,105419791,LINC00587,2,+,union_414319,414319,ncRNA,long intergenic non-protein coding RNA 587
chr8,7738725,7740180,DEFB103A,25,+,union_414325,414325,protein-coding,defensin beta 103A
chr8,7286415,7287870,DEFB103A,25,-,union_414325,414325,protein-coding,defensin beta 103A
chr9,86237963,86259045,IDNK,6,+,union_414328,414328,protein-coding,"IDNK, gluconokinase"
chr9,139632618,139637411,LCN10,3,-,union_414332,414332,protein-coding,lipocalin 10
chr22,45002207,45021299,LINC00229,1,-,union_414351,414351,ncRNA,long intergenic non-protein coding RNA 229
chr2,85766100,85772403,MAT2A,63,+,union_4144,4144,protein-coding,methionine adenosyltransferase 2A
chr19,3777966,3801810,MATK,49,-,union_4145,4145,protein-coding,megakaryocyte-associated tyrosine kinase
chr1,31184123,31196432,MATN1,27,-,union_4146,4146,protein-coding,"matrilin 1, cartilage matrix protein"
chr8,98881248,99048946,MATN2,32,+,union_4147,4147,protein-coding,matrilin 2
chr6,28952525,28956344,HCG15,1,+,union_414761,414761,ncRNA,HLA complex group 15 (non-protein coding)
chr6,32358286,32361468,HCG23,3,+,union_414764,414764,ncRNA,HLA complex group 23 (non-protein coding)
chr6,30255173,30294933,HCG18,3,-,union_414777,414777,ncRNA,HLA complex group 18 (non-protein coding)
chr6,30201815,30293911,HCG17,2,-,union_414778,414778,ncRNA,HLA complex group 17 (non-protein coding)
chr2,20191812,20212455,MATN3,44,-,union_4148,4148,protein-coding,matrilin 3
chr11,121986061,121986923,BLID,13,-,union_414899,414899,protein-coding,"BH3-like motif containing, cell death inducer"
chr14,65472818,65569413,MAX,168,-,union_4149,4149,protein-coding,MYC associated factor X
chr22,50750391,50765489,DENND6B,9,-,union_414918,414918,protein-coding,DENN domain containing 6B
chr8,145751602,145754458,C8orf82,4,-,union_414919,414919,protein-coding,chromosome 8 open reading frame 82
chr15,70127572,70135306,LINC00593,1,+,union_414926,414926,ncRNA,long intergenic non-protein coding RNA 593
chr1,62119913,62121800,MGC34796,2,+,union_414927,414927,pseudo,-
chrX,2852672,2886351,ARSE,24,-,union_415,415,protein-coding,arylsulfatase E (chondrodysplasia punctata 1)
chr16,29817416,29822504,MAZ,47,+,union_4150,4150,protein-coding,MYC associated zinc finger protein
chr9,34568009,34583070,CNTFR-AS1,1,+,union_415056,415056,ncRNA,CNTFR antisense RNA 1
chr22,36002810,36019401,MB,74,-,union_4151,4151,protein-coding,myoglobin
chr22,50354142,50357720,PIM3,45,+,union_415116,415116,protein-coding,"Pim-3 proto-oncogene, serine/threonine kinase"
chr3,93733214,93747454,STX19,10,-,union_415117,415117,protein-coding,syntaxin 19
chr18,47793251,47808144,MBD1,68,-,union_4152,4152,protein-coding,methyl-CpG binding domain protein 1
chr10,54525139,54531460,MBL2,719,-,union_4153,4153,protein-coding,mannose binding lectin 2
chr3,151986256,152183569,MBNL1,71,+,union_4154,4154,protein-coding,muscleblind like splicing regulator 1
chr18,74690788,74844774,MBP,208,-,union_4155,4155,protein-coding,myelin basic protein
chr16,89984286,89987385,MC1R,308,+,union_4157,4157,protein-coding,melanocortin 1 receptor
chr18,13882042,13915706,MC2R,83,-,union_4158,4158,protein-coding,melanocortin 2 receptor
chr20,54823787,54824871,MC3R,94,+,union_4159,4159,protein-coding,melanocortin 3 receptor
chrX,2958274,3030770,ARSF,13,+,union_416,416,protein-coding,arylsulfatase F
chr18,58038563,58040001,MC4R,366,-,union_4160,4160,protein-coding,melanocortin 4 receptor
chr18,13825542,13826861,MC5R,29,+,union_4161,4161,protein-coding,melanocortin 5 receptor
chr11,119179233,119187840,MCAM,160,-,union_4162,4162,protein-coding,melanoma cell adhesion molecule
chr5,112357795,112824527,MCC,45,-,union_4163,4163,protein-coding,mutated in colorectal cancers
chr16,75507021,75528926,CHST6,49,-,union_4166,4166,protein-coding,carbohydrate sulfotransferase 6
chrX,138663929,138790381,MCF2,36,-,union_4168,4168,protein-coding,MCF.2 cell line derived transforming sequence
chr11,3666360,3685646,ART1,13,+,union_417,417,protein-coding,ADP-ribosyltransferase 1
chr1,150547026,150552214,MCL1,566,-,union_4170,4170,protein-coding,"MCL1, BCL2 family apoptosis regulator"
chr3,127317199,127341278,MCM2,201,+,union_4171,4171,protein-coding,minichromosome maintenance complex component 2
chr6,52128811,52149679,MCM3,141,-,union_4172,4172,protein-coding,minichromosome maintenance complex component 3
chr8,48872762,48890719,MCM4,122,+,union_4173,4173,protein-coding,minichromosome maintenance complex component 4
chr22,35796115,35820495,MCM5,109,+,union_4174,4174,protein-coding,minichromosome maintenance complex component 5
chr2,136597195,136634047,MCM6,120,-,union_4175,4175,protein-coding,minichromosome maintenance complex component 6
chr7,99690350,99699563,MCM7,195,-,union_4176,4176,protein-coding,minichromosome maintenance complex component 7
chr1,207925382,207968861,CD46,200,+,union_4179,4179,protein-coding,CD46 molecule
chr1,152850797,152857523,SMCP,15,+,union_4184,4184,protein-coding,sperm mitochondria associated cysteine rich protein
chr17,42836546,42859214,ADAM11,15,+,union_4185,4185,protein-coding,ADAM metallopeptidase domain 11
chr6,41604914,41621982,MDFI,28,+,union_4188,4188,protein-coding,MyoD family inhibitor
chr7,108210188,108215294,DNAJB9,40,+,union_4189,4189,protein-coding,DnaJ heat shock protein family (Hsp40) member B9
chr4,76932332,77033955,ART3,22,+,union_419,419,protein-coding,ADP-ribosyltransferase 3
chr2,63815742,63834330,MDH1,48,+,union_4190,4190,protein-coding,malate dehydrogenase 1
chr7,75677336,75696827,MDH2,68,+,union_4191,4191,protein-coding,malate dehydrogenase 2
chr11,46402333,46405387,MDK,147,+,union_4192,4192,protein-coding,midkine
chr12,69201951,69239324,MDM2,1645,+,union_4193,4193,protein-coding,MDM2 proto-oncogene
chr1,204485506,204527248,MDM4,237,+,union_4194,4194,protein-coding,"MDM4, p53 regulator"
chr6,83920109,84140938,ME1,40,-,union_4199,4199,protein-coding,malic enzyme 1
chr12,14978502,14996467,ART4,24,-,union_420,420,protein-coding,ADP-ribosyltransferase 4 (Dombrock blood group)
chr18,48405431,48476162,ME2,40,+,union_4200,4200,protein-coding,malic enzyme 2
chr6,42979750,42984624,MEA1,14,-,union_4201,4201,protein-coding,male-enhanced antigen 1
chrX,153287263,153363188,MECP2,526,-,union_4204,4204,protein-coding,methyl-CpG binding protein 2
chr15,100105805,100256693,MEF2A,138,+,union_4205,4205,protein-coding,myocyte enhancer factor 2A
chr19,19256375,19303400,BORCS8-MEF2B,18,-,union_4207,4207,protein-coding,BORCS8-MEF2B readthrough
chr5,88014057,88199922,MEF2C,160,-,union_4208,4208,protein-coding,myocyte enhancer factor 2C
chr1,156433512,156470634,MEF2D,85,-,union_4209,4209,protein-coding,myocyte enhancer factor 2D
chr22,19957401,20004309,ARVCF,40,-,union_421,421,protein-coding,"ARVCF, delta catenin family member"
chr16,3292027,3306627,MEFV,357,-,union_4210,4210,protein-coding,"MEFV, pyrin innate immunity regulator"
chr2,66662531,66799891,MEIS1,109,+,union_4211,4211,protein-coding,Meis homeobox 1
chr15,37183221,37393500,MEIS2,46,-,union_4212,4212,protein-coding,Meis homeobox 2
chr17,15690163,15693019,MEIS3P1,4,+,union_4213,4213,pseudo,Meis homeobox 3 pseudogene 1
chr5,56110899,56191978,MAP3K1,156,+,union_4214,4214,protein-coding,mitogen-activated protein kinase kinase kinase 1
chr17,61699784,61773670,MAP3K3,87,+,union_4215,4215,protein-coding,mitogen-activated protein kinase kinase kinase 3
chr6,161412758,161538417,MAP3K4,43,+,union_4216,4216,protein-coding,mitogen-activated protein kinase kinase kinase 4
chr6,136878186,137113656,MAP3K5,243,-,union_4217,4217,protein-coding,mitogen-activated protein kinase kinase kinase 5
chr19,16222489,16244445,RAB8A,123,+,union_4218,4218,protein-coding,"RAB8A, member RAS oncogene family"
chr11,64570985,64578766,MEN1,273,-,union_4221,4221,protein-coding,menin 1
chr17,41717757,41739262,MEOX1,21,-,union_4222,4222,protein-coding,mesenchyme homeobox 1
chr7,15650836,15726308,MEOX2,41,-,union_4223,4223,protein-coding,mesenchyme homeobox 2
chr6,46761093,46807519,MEP1A,35,+,union_4224,4224,protein-coding,meprin A subunit alpha
chr18,29769986,29800366,MEP1B,37,+,union_4225,4225,protein-coding,meprin A subunit beta
chr7,130126015,130146138,MEST,56,+,union_4232,4232,protein-coding,mesoderm specific transcript
chr7,116312412,116438440,MET,985,+,union_4233,4233,protein-coding,"MET proto-oncogene, receptor tyrosine kinase"
chr12,58162350,58165914,METTL1,24,-,union_4234,4234,protein-coding,methyltransferase like 1
chr15,44096732,44116951,MFAP1,35,-,union_4236,4236,protein-coding,microfibril associated protein 1
chr1,17300998,17308081,MFAP2,31,-,union_4237,4237,protein-coding,microfibril associated protein 2
chr5,153418518,153437014,MFAP3,11,+,union_4238,4238,protein-coding,microfibril associated protein 3
chr17,19286754,19290532,MFAP4,28,-,union_4239,4239,protein-coding,microfibril associated protein 4
chr15,89441913,89456700,MFGE8,91,-,union_4240,4240,protein-coding,milk fat globule-EGF factor 8 protein
chr3,196728611,196756687,MELTF,49,-,union_4241,4241,protein-coding,melanotransferrin
chr22,37865100,37882478,MFNG,18,-,union_4242,4242,protein-coding,MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase
chr5,180217540,180237137,MGAT1,36,-,union_4245,4245,protein-coding,"mannosyl (alpha-1,3-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase"
chr11,61976139,61981411,SCGB2A1,35,+,union_4246,4246,protein-coding,secretoglobin family 2A member 1
chr14,50087488,50090199,MGAT2,39,+,union_4247,4247,protein-coding,"mannosyl (alpha-1,6-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase"
chr22,39853324,39888199,MGAT3,33,+,union_4248,4248,protein-coding,"mannosyl (beta-1,4-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase"
chr2,135011829,135212192,MGAT5,71,+,union_4249,4249,protein-coding,"mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase"
chr11,62037626,62040629,SCGB2A2,61,+,union_4250,4250,protein-coding,secretoglobin family 2A member 2
chrX,8432870,8434551,VCX3B,10,+,union_425054,425054,protein-coding,"variable charge, X-linked 3B"
chrY,20891767,20901083,TTTY9B,2,+,union_425057,425057,ncRNA,"testis-specific transcript, Y-linked 9B (non-protein coding)"
chrY,20743091,20752407,TTTY9B,2,-,union_425057,425057,ncRNA,"testis-specific transcript, Y-linked 9B (non-protein coding)"
chr14,39703124,39857717,MIA2,46,+,union_4253,4253,protein-coding,melanoma inhibitory activity 2
chr12,88886569,88974250,KITLG,217,-,union_4254,4254,protein-coding,KIT ligand
chr10,131265447,131565884,MGMT,590,+,union_4255,4255,protein-coding,O-6-methylguanine-DNA methyltransferase
chr12,15033797,15038996,MGP,113,-,union_4256,4256,protein-coding,matrix Gla protein
chr12,16500075,16530123,MGST1,38,+,union_4257,4257,protein-coding,microsomal glutathione S-transferase 1
chr4,140586921,140661899,MGST2,19,+,union_4258,4258,protein-coding,microsomal glutathione S-transferase 2
chr1,165600109,165625372,MGST3,27,+,union_4259,4259,protein-coding,microsomal glutathione S-transferase 3
chr16,10971054,11018840,CIITA,197,+,union_4261,4261,protein-coding,class II major histocompatibility complex transactivator
chrX,2609173,2659350,CD99,107,+,union_4267,4267,protein-coding,CD99 molecule (Xg blood group)
chrY,2559173,2609350,CD99,107,+,union_4267,4267,protein-coding,CD99 molecule (Xg blood group)
chr8,17913807,17942507,ASAH1,79,-,union_427,427,protein-coding,N-acylsphingosine amidohydrolase 1
chr6,31462657,31478901,MICB,161,+,union_4277,4277,protein-coding,MHC class I polypeptide-related sequence B
chrX,10413349,10851809,MID1,87,-,union_4281,4281,protein-coding,midline 1
chr22,24236564,24237409,MIF,584,+,union_4282,4282,protein-coding,macrophage migration inhibitory factor
chr4,76922494,76928676,CXCL9,154,-,union_4283,4283,protein-coding,C-X-C motif chemokine ligand 9
chr12,56843285,56848435,MIP,81,-,union_4284,4284,protein-coding,major intrinsic protein of lens fiber
chr13,24304327,24463587,MIPEP,21,-,union_4285,4285,protein-coding,mitochondrial intermediate peptidase
chr3,69788585,70017488,MITF,266,+,union_4286,4286,protein-coding,melanogenesis associated transcription factor
chr14,92524895,92572965,ATXN3,234,-,union_4287,4287,protein-coding,ataxin 3
chr10,129894924,129924468,MKI67,646,-,union_4288,4288,protein-coding,marker of proliferation Ki-67
chr7,130794854,131181398,MKLN1,25,+,union_4289,4289,protein-coding,muskelin 1
chr12,103351451,103354294,ASCL1,85,+,union_429,429,protein-coding,achaete-scute family bHLH transcription factor 1
chr3,158288952,158324249,MLF1,33,+,union_4291,4291,protein-coding,myeloid leukemia factor 1
chr3,37034840,37092337,MLH1,876,+,union_4292,4292,protein-coding,mutL homolog 1
chr14,71189242,71275888,MAP3K9,20,-,union_4293,4293,protein-coding,mitogen-activated protein kinase kinase kinase 9
chr19,40697650,40721482,MAP3K10,37,+,union_4294,4294,protein-coding,mitogen-activated protein kinase kinase kinase 10
chr6,33762448,33771793,MLN,30,-,union_4295,4295,protein-coding,motilin
chr11,65365225,65381720,MAP3K11,84,-,union_4296,4296,protein-coding,mitogen-activated protein kinase kinase kinase 11
chr11,118307204,118397539,KMT2A,443,+,union_4297,4297,protein-coding,lysine methyltransferase 2A
chr19,6210391,6279959,MLLT1,52,-,union_4298,4298,protein-coding,"MLLT1, super elongation complex subunit"
chr4,87856153,88062206,AFF1,78,+,union_4299,4299,protein-coding,AF4/FMR2 family member 1
chr7,100487614,100493754,ACHE,188,-,union_43,43,protein-coding,acetylcholinesterase (Cartwright blood group)
chr11,2289727,2292182,ASCL2,26,-,union_430,430,protein-coding,achaete-scute family bHLH transcription factor 2
chr9,20341662,20622542,MLLT3,75,-,union_4300,4300,protein-coding,"MLLT3, super elongation complex subunit"
chr6,168227670,168372700,AFDN,97,+,union_4301,4301,protein-coding,"afadin, adherens junction formation factor"
chr17,36861872,36886056,MLLT6,21,+,union_4302,4302,protein-coding,"MLLT6, PHD finger containing"
chrX,70315998,70323384,FOXO4,91,+,union_4303,4303,protein-coding,forkhead box O4
chr4,148999914,149365850,NR3C2,216,-,union_4306,4306,protein-coding,nuclear receptor subfamily 3 group C member 2
chr15,31293263,31453476,TRPM1,39,-,union_4308,4308,protein-coding,transient receptor potential cation channel subfamily M member 1
chr3,154741912,154901518,MME,281,+,union_4311,4311,protein-coding,membrane metalloendopeptidase
chr11,102660640,102668966,MMP1,840,-,union_4312,4312,protein-coding,matrix metallopeptidase 1
chr16,55512741,55540603,MMP2,1568,+,union_4313,4313,protein-coding,matrix metallopeptidase 2
chr11,102706527,102714420,MMP3,654,-,union_4314,4314,protein-coding,matrix metallopeptidase 3
chr11,102391238,102401484,MMP7,403,-,union_4316,4316,protein-coding,matrix metallopeptidase 7
chr11,102582525,102595685,MMP8,187,-,union_4317,4317,protein-coding,matrix metallopeptidase 8
chr1,192286121,192336414,RGS21,4,+,union_431704,431704,protein-coding,regulator of G protein signaling 21
chr2,96789588,96804175,ASTL,10,-,union_431705,431705,protein-coding,astacin like metalloendopeptidase
chr1,75594118,75627218,LHX8,26,+,union_431707,431707,protein-coding,LIM homeobox 8
chr20,44637546,44645200,MMP9,2483,+,union_4318,4318,protein-coding,matrix metallopeptidase 9
chr11,102641232,102651359,MMP10,97,-,union_4319,4319,protein-coding,matrix metallopeptidase 10
chr17,7076750,7082883,ASGR1,60,-,union_432,432,protein-coding,asialoglycoprotein receptor 1
chr22,24115005,24126503,MMP11,68,+,union_4320,4320,protein-coding,matrix metallopeptidase 11
chr11,102733459,102745764,MMP12,167,-,union_4321,4321,protein-coding,matrix metallopeptidase 12
chr11,102813720,102826463,MMP13,285,-,union_4322,4322,protein-coding,matrix metallopeptidase 13
chr14,23305741,23316808,MMP14,470,+,union_4323,4323,protein-coding,matrix metallopeptidase 14
chr8,143845755,143851246,SLURP2,10,-,union_432355,432355,protein-coding,secreted LY6/PLAUR domain containing 2
chr16,58059469,58080804,MMP15,35,+,union_4324,4324,protein-coding,matrix metallopeptidase 15
chr8,89049459,89339717,MMP16,54,-,union_4325,4325,protein-coding,matrix metallopeptidase 16
chr12,132312937,132336316,MMP17,30,+,union_4326,4326,protein-coding,matrix metallopeptidase 17
chr12,56229213,56236767,MMP19,63,-,union_4327,4327,protein-coding,matrix metallopeptidase 19
chr14,74524367,74551196,ALDH6A1,23,-,union_4329,4329,protein-coding,aldehyde dehydrogenase 6 family member A1
chr17,7004640,7018130,ASGR2,44,-,union_433,433,protein-coding,asialoglycoprotein receptor 2
chr22,28144264,28197486,MN1,39,-,union_4330,4330,protein-coding,"MN1 proto-oncogene, transcriptional regulator"
chr14,61201458,61435398,MNAT1,95,+,union_4331,4331,protein-coding,"MNAT1, CDK activating kinase assembly factor"
chr1,158801092,158819294,MNDA,30,+,union_4332,4332,protein-coding,myeloid cell nuclear differentiation antigen
chr17,2287353,2304258,MNT,31,-,union_4335,4335,protein-coding,MAX network transcriptional repressor
chr3,39509063,39570988,MOBP,22,+,union_4336,4336,protein-coding,myelin-associated oligodendrocyte basic protein
chr6,39872033,39902290,MOCS1,26,-,union_4337,4337,protein-coding,molybdenum cofactor synthesis 1
chr5,52391508,52405602,MOCS2,28,-,union_4338,4338,protein-coding,molybdenum cofactor synthesis 2
chr20,32848170,32857148,ASIP,41,+,union_434,434,protein-coding,agouti signaling protein
chr6,29624757,29640149,MOG,71,+,union_4340,4340,protein-coding,myelin oligodendrocyte glycoprotein
chr8,57025500,57026541,MOS,34,-,union_4342,4342,protein-coding,"MOS proto-oncogene, serine/threonine kinase"
chr1,113216933,113243368,MOV10,72,+,union_4343,4343,protein-coding,Mov10 RISC complex RNA helicase
chr3,112051793,112081658,CD200,95,+,union_4345,4345,protein-coding,CD200 molecule
chr7,65540775,65558329,ASL,41,+,union_435,435,protein-coding,argininosuccinate lyase
chr16,127017,135850,MPG,85,+,union_4350,4350,protein-coding,N-methylpurine DNA glycosylase
